序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
144,Result_LEDs_AO,INT,,0,不保持,私有,,,
145,Result_LEDs_AI,INT,,0,不保持,私有,,,
146,Result_DIs_3ms,INT,,0,不保持,私有,,,
147,Result_DIs_4ms,INT,,0,不保持,私有,,,
148,Result_DOs_ShortCut,INT,,0,不保持,私有,,,
149,Result_DOs,INT,,0,不保持,私有,,,
150,Result_AOs_Cal,INT,,0,不保持,私有,,,
151,Result_AIs_Cal,INT,,0,不保持,私有,,,
152,Result_AOs,INT,,0,不保持,私有,,,
153,Result_AIs,INT,,0,不保持,私有,,,
154,Result_ADC_AO,INT,,0,不保持,私有,,,
155,Result_ADC_AI,INT,,0,不保持,私有,,,
156,xDDTestRecord,BOOL,,OFF,不保持,私有,,,
157,iYear,INT,,0,不保持,私有,,,
158,iMonth,INT,,0,不保持,私有,,,
159,iDay,INT,,0,不保持,私有,,,
160,iWeek,INT,,0,不保持,私有,,,
161,iHour,INT,,0,不保持,私有,,,
162,iMinute,INT,,0,不保持,私有,,,
163,iSecond,INT,,0,不保持,私有,,,
164,iMs,INT,,0,不保持,私有,,,
165,ESI_RD_EN,BOOL,,OFF,不保持,私有,,,
166,ESI_RD_RET,INT,,0,不保持,私有,,,
167,TPR6_En,BOOL,,OFF,不保持,私有,,,
168,TPR6_PT,DINT,,0,不保持,私有,,,
169,TPR6_Rst,BOOL,,OFF,不保持,私有,,,
170,TPR6_Q,BOOL,,OFF,不保持,私有,,,
171,TPR6_ET,DINT,,0,不保持,私有,,,
172,i_ddi,INT,,0,不保持,私有,,,
173,i_ddi_cp,INT,,0,不保持,私有,,,
174,SerialNo,DINT,,0,不保持,私有,,,
175,bSN_Input_Rq,BOOL,,OFF,不保持,私有,,,
176,xRelay1,BOOL,,OFF,不保持,私有,水泥板继电器1,Y3,
177,j,INT,,0,不保持,私有,,,
178,TPR7_En,BOOL,,OFF,不保持,私有,,,
179,TPR7_PT,DINT,,0,不保持,私有,,,
180,TPR7_Rst,BOOL,,OFF,不保持,私有,,,
181,TPR7_Q,BOOL,,OFF,不保持,私有,,,
182,TPR7_ET,DINT,,0,不保持,私有,,,
183,TPR8_En,BOOL,,OFF,不保持,私有,,,
184,TPR8_PT,DINT,,0,不保持,私有,,,
185,TPR8_Rst,BOOL,,OFF,不保持,私有,,,
186,TPR8_Q,BOOL,,OFF,不保持,私有,,,
187,TPR8_ET,DINT,,0,不保持,私有,,,
188,xECAT_Ctrl,BOOL,,OFF,不保持,私有,EtherCAT口切换开关,Y0,
189,xBeep,BOOL,,OFF,不保持,私有,蜂鸣器开关,Y1,
190,xPowerRelay,BOOL,,OFF,不保持,私有,被测模块电源继电器开关,Y2,
191,bESI_WrSuccess,BOOL,,OFF,不保持,私有,,,
192,bESI_RdSuccess,BOOL,,OFF,不保持,私有,,,
193,TPR9_En,BOOL,,OFF,不保持,私有,,,
194,TPR9_PT,DINT,,0,不保持,私有,,,
195,TPR9_Rst,BOOL,,OFF,不保持,私有,,,
196,TPR9_Q,BOOL,,OFF,不保持,私有,,,
197,TPR9_ET,DINT,,0,不保持,私有,,,
198,TPR10_En,BOOL,,OFF,,,,,
199,TPR10_PT,DINT,,0,,,,,
200,TPR10_Rst,BOOL,,OFF,,,,,
201,TPR10_Q,BOOL,,OFF,,,,,
202,TPR10_ET,DINT,,0,,,,,
203,iFrac,DINT,,0,,,,,
204,diDOutputTime,DINT,,30000,,,,,
205,iDIFailTimes,INT,,0,,,,,
206,xDI_GL20_A,BOOL[16],,,,,,X10,
,xDI_GL20_A[0],BOOL,,OFF,,,,X10,
,xDI_GL20_A[1],BOOL,,OFF,,,,X11,
,xDI_GL20_A[2],BOOL,,OFF,,,,X12,
,xDI_GL20_A[3],BOOL,,OFF,,,,X13,
,xDI_GL20_A[4],BOOL,,OFF,,,,X14,
,xDI_GL20_A[5],BOOL,,OFF,,,,X15,
,xDI_GL20_A[6],BOOL,,OFF,,,,X16,
,xDI_GL20_A[7],BOOL,,OFF,,,,X17,
,xDI_GL20_A[8],BOOL,,OFF,,,,X20,
,xDI_GL20_A[9],BOOL,,OFF,,,,X21,
,xDI_GL20_A[10],BOOL,,OFF,,,,X22,
,xDI_GL20_A[11],BOOL,,OFF,,,,X23,
,xDI_GL20_A[12],BOOL,,OFF,,,,X24,
,xDI_GL20_A[13],BOOL,,OFF,,,,X25,
,xDI_GL20_A[14],BOOL,,OFF,,,,X26,
,xDI_GL20_A[15],BOOL,,OFF,,,,X27,
207,iPageCur,INT,,3,,,,,
208,xDebugMode,BOOL,,OFF,,,是否为调试模式,,
209,fADCVal,REAL[8],,,,,,D0,
,fADCVal[0],REAL,,0.000000,,,,D0,
,fADCVal[1],REAL,,0.000000,,,,D2,
,fADCVal[2],REAL,,0.000000,,,,D4,
,fADCVal[3],REAL,,0.000000,,,,D6,
,fADCVal[4],REAL,,0.000000,,,,D8,
,fADCVal[5],REAL,,0.000000,,,,D10,
,fADCVal[6],REAL,,0.000000,,,,D12,
,fADCVal[7],REAL,,0.000000,,,,D14,
210,iMode,INT,,0,,,裸板为0，装壳板为1,,
211,DO_LEVEL0_EN,BOOL,,OFF,,,,,
212,DO_LEVEL0_RET,INT,,0,,,,,
213,DO_LEVEL1_EN,BOOL,,OFF,,,,,
214,DO_LEVEL1_RET,INT,,0,,,,,
215,DO_PWM1_EN,BOOL,,OFF,,,,,
216,DO_PWM1_RET,INT,,0,,,,,
217,DO_PWM2_EN,BOOL,,OFF,,,,,
218,DO_PWM2_RET,INT,,0,,,,,
219,xDI_OK,BOOL[16],,,,,,,
,xDI_OK[0],BOOL,,OFF,,,,,
,xDI_OK[1],BOOL,,OFF,,,,,
,xDI_OK[2],BOOL,,OFF,,,,,
,xDI_OK[3],BOOL,,OFF,,,,,
,xDI_OK[4],BOOL,,OFF,,,,,
,xDI_OK[5],BOOL,,OFF,,,,,
,xDI_OK[6],BOOL,,OFF,,,,,
,xDI_OK[7],BOOL,,OFF,,,,,
,xDI_OK[8],BOOL,,OFF,,,,,
,xDI_OK[9],BOOL,,OFF,,,,,
,xDI_OK[10],BOOL,,OFF,,,,,
,xDI_OK[11],BOOL,,OFF,,,,,
,xDI_OK[12],BOOL,,OFF,,,,,
,xDI_OK[13],BOOL,,OFF,,,,,
,xDI_OK[14],BOOL,,OFF,,,,,
,xDI_OK[15],BOOL,,OFF,,,,,
220,xDI_P_Pio,BOOL[16],,,,,,,
,xDI_P_Pio[0],BOOL,,OFF,,,,,
,xDI_P_Pio[1],BOOL,,OFF,,,,,
,xDI_P_Pio[2],BOOL,,OFF,,,,,
,xDI_P_Pio[3],BOOL,,OFF,,,,,
,xDI_P_Pio[4],BOOL,,OFF,,,,,
,xDI_P_Pio[5],BOOL,,OFF,,,,,
,xDI_P_Pio[6],BOOL,,OFF,,,,,
,xDI_P_Pio[7],BOOL,,OFF,,,,,
,xDI_P_Pio[8],BOOL,,OFF,,,,,
,xDI_P_Pio[9],BOOL,,OFF,,,,,
,xDI_P_Pio[10],BOOL,,OFF,,,,,
,xDI_P_Pio[11],BOOL,,OFF,,,,,
,xDI_P_Pio[12],BOOL,,OFF,,,,,
,xDI_P_Pio[13],BOOL,,OFF,,,,,
,xDI_P_Pio[14],BOOL,,OFF,,,,,
,xDI_P_Pio[15],BOOL,,OFF,,,,,
221,xDO_P_Pio,BOOL[16],,,,,,,
,xDO_P_Pio[0],BOOL,,OFF,,,,,
,xDO_P_Pio[1],BOOL,,OFF,,,,,
,xDO_P_Pio[2],BOOL,,OFF,,,,,
,xDO_P_Pio[3],BOOL,,OFF,,,,,
,xDO_P_Pio[4],BOOL,,OFF,,,,,
,xDO_P_Pio[5],BOOL,,OFF,,,,,
,xDO_P_Pio[6],BOOL,,OFF,,,,,
,xDO_P_Pio[7],BOOL,,OFF,,,,,
,xDO_P_Pio[8],BOOL,,OFF,,,,,
,xDO_P_Pio[9],BOOL,,OFF,,,,,
,xDO_P_Pio[10],BOOL,,OFF,,,,,
,xDO_P_Pio[11],BOOL,,OFF,,,,,
,xDO_P_Pio[12],BOOL,,OFF,,,,,
,xDO_P_Pio[13],BOOL,,OFF,,,,,
,xDO_P_Pio[14],BOOL,,OFF,,,,,
,xDO_P_Pio[15],BOOL,,OFF,,,,,
222,fAO_Ch1,INT,,0,,,,,
223,xAOCal_Start,BOOL[4],,,,,,,
,xAOCal_Start[0],BOOL,,OFF,,,,,
,xAOCal_Start[1],BOOL,,OFF,,,,,
,xAOCal_Start[2],BOOL,,OFF,,,,,
,xAOCal_Start[3],BOOL,,OFF,,,,,
224,iAOCal_Ch_Ctrl,INT[4],,,,,,,
,iAOCal_Ch_Ctrl[0],INT,,0,,,,,
,iAOCal_Ch_Ctrl[1],INT,,0,,,,,
,iAOCal_Ch_Ctrl[2],INT,,0,,,,,
,iAOCal_Ch_Ctrl[3],INT,,0,,,,,
225,iAOCal_Pnt_Ctrl,INT[4],,,,,,,
,iAOCal_Pnt_Ctrl[0],INT,,0,,,,,
,iAOCal_Pnt_Ctrl[1],INT,,0,,,,,
,iAOCal_Pnt_Ctrl[2],INT,,0,,,,,
,iAOCal_Pnt_Ctrl[3],INT,,0,,,,,
226,iAOCal_Ch_n,INT[4],,,,,,,
,iAOCal_Ch_n[0],INT,,0,,,,,
,iAOCal_Ch_n[1],INT,,0,,,,,
,iAOCal_Ch_n[2],INT,,0,,,,,
,iAOCal_Ch_n[3],INT,,0,,,,,
227,iAOCal_Pnt_n,INT[4],,,,,,,
,iAOCal_Pnt_n[0],INT,,0,,,,,
,iAOCal_Pnt_n[1],INT,,0,,,,,
,iAOCal_Pnt_n[2],INT,,0,,,,,
,iAOCal_Pnt_n[3],INT,,0,,,,,
228,xAOCal_Finish,BOOL[4],,,,,,,
,xAOCal_Finish[0],BOOL,,OFF,,,,,
,xAOCal_Finish[1],BOOL,,OFF,,,,,
,xAOCal_Finish[2],BOOL,,OFF,,,,,
,xAOCal_Finish[3],BOOL,,OFF,,,,,
229,xAOCal_Error,BOOL[4],,,,,,,
,xAOCal_Error[0],BOOL,,OFF,,,,,
,xAOCal_Error[1],BOOL,,OFF,,,,,
,xAOCal_Error[2],BOOL,,OFF,,,,,
,xAOCal_Error[3],BOOL,,OFF,,,,,
230,iAOCal_Ch_Stat,INT[4],,,,,,,
,iAOCal_Ch_Stat[0],INT,,0,,,,,
,iAOCal_Ch_Stat[1],INT,,0,,,,,
,iAOCal_Ch_Stat[2],INT,,0,,,,,
,iAOCal_Ch_Stat[3],INT,,0,,,,,
231,iAOCal_Pnt_Stat,INT[4],,,,,,,
,iAOCal_Pnt_Stat[0],INT,,0,,,,,
,iAOCal_Pnt_Stat[1],INT,,0,,,,,
,iAOCal_Pnt_Stat[2],INT,,0,,,,,
,iAOCal_Pnt_Stat[3],INT,,0,,,,,
232,fAORefVal_Ch1,REAL[4],,,,,,,
,fAORefVal_Ch1[0],REAL,,0.000000,,,,,
,fAORefVal_Ch1[1],REAL,,0.000000,,,,,
,fAORefVal_Ch1[2],REAL,,0.000000,,,,,
,fAORefVal_Ch1[3],REAL,,0.000000,,,,,
233,fAORefVal_Ch2,REAL[4],,,,,,,
,fAORefVal_Ch2[0],REAL,,0.000000,,,,,
,fAORefVal_Ch2[1],REAL,,0.000000,,,,,
,fAORefVal_Ch2[2],REAL,,0.000000,,,,,
,fAORefVal_Ch2[3],REAL,,0.000000,,,,,
234,fAORefVal_Ch3,REAL[4],,,,,,,
,fAORefVal_Ch3[0],REAL,,0.000000,,,,,
,fAORefVal_Ch3[1],REAL,,0.000000,,,,,
,fAORefVal_Ch3[2],REAL,,0.000000,,,,,
,fAORefVal_Ch3[3],REAL,,0.000000,,,,,
235,fAORefVal_Ch4,REAL[4],,,,,,,
,fAORefVal_Ch4[0],REAL,,0.000000,,,,,
,fAORefVal_Ch4[1],REAL,,0.000000,,,,,
,fAORefVal_Ch4[2],REAL,,0.000000,,,,,
,fAORefVal_Ch4[3],REAL,,0.000000,,,,,
236,fAORefVal_Ch5,REAL[4],,,,,,,
,fAORefVal_Ch5[0],REAL,,0.000000,,,,,
,fAORefVal_Ch5[1],REAL,,0.000000,,,,,
,fAORefVal_Ch5[2],REAL,,0.000000,,,,,
,fAORefVal_Ch5[3],REAL,,0.000000,,,,,
237,fAORefVal_Ch6,REAL[4],,,,,,,
,fAORefVal_Ch6[0],REAL,,0.000000,,,,,
,fAORefVal_Ch6[1],REAL,,0.000000,,,,,
,fAORefVal_Ch6[2],REAL,,0.000000,,,,,
,fAORefVal_Ch6[3],REAL,,0.000000,,,,,
238,fAORefVal_Ch7,REAL[4],,,,,,,
,fAORefVal_Ch7[0],REAL,,0.000000,,,,,
,fAORefVal_Ch7[1],REAL,,0.000000,,,,,
,fAORefVal_Ch7[2],REAL,,0.000000,,,,,
,fAORefVal_Ch7[3],REAL,,0.000000,,,,,
239,fAORefVal_Ch8,REAL[4],,,,,,,
,fAORefVal_Ch8[0],REAL,,0.000000,,,,,
,fAORefVal_Ch8[1],REAL,,0.000000,,,,,
,fAORefVal_Ch8[2],REAL,,0.000000,,,,,
,fAORefVal_Ch8[3],REAL,,0.000000,,,,,
240,TPR11_En,BOOL,,OFF,,,,,
241,TPR11_PT,DINT,,0,,,,,
242,TPR11_Rst,BOOL,,OFF,,,,,
243,TPR11_Q,BOOL,,OFF,,,,,
244,TPR11_ET,DINT,,0,,,,,
245,TPR12_En,BOOL,,OFF,,,,,
246,TPR12_PT,DINT,,0,,,,,
247,TPR12_Rst,BOOL,,OFF,,,,,
248,TPR12_Q,BOOL,,OFF,,,,,
249,TPR12_ET,DINT,,0,,,,,
250,xAICal_Start,BOOL[6],,,,,,,
,xAICal_Start[0],BOOL,,OFF,,,,,
,xAICal_Start[1],BOOL,,OFF,,,,,
,xAICal_Start[2],BOOL,,OFF,,,,,
,xAICal_Start[3],BOOL,,OFF,,,,,
,xAICal_Start[4],BOOL,,OFF,,,,,
,xAICal_Start[5],BOOL,,OFF,,,,,
251,iAICal_Ch_Ctrl,INT[6],,,,,,,
,iAICal_Ch_Ctrl[0],INT,,0,,,,,
,iAICal_Ch_Ctrl[1],INT,,0,,,,,
,iAICal_Ch_Ctrl[2],INT,,0,,,,,
,iAICal_Ch_Ctrl[3],INT,,0,,,,,
,iAICal_Ch_Ctrl[4],INT,,0,,,,,
,iAICal_Ch_Ctrl[5],INT,,0,,,,,
252,iAICal_Pnt_Ctrl,INT[6],,,,,,,
,iAICal_Pnt_Ctrl[0],INT,,0,,,,,
,iAICal_Pnt_Ctrl[1],INT,,0,,,,,
,iAICal_Pnt_Ctrl[2],INT,,0,,,,,
,iAICal_Pnt_Ctrl[3],INT,,0,,,,,
,iAICal_Pnt_Ctrl[4],INT,,0,,,,,
,iAICal_Pnt_Ctrl[5],INT,,0,,,,,
253,iAICal_Ch_n,INT[6],,,,,,,
,iAICal_Ch_n[0],INT,,0,,,,,
,iAICal_Ch_n[1],INT,,0,,,,,
,iAICal_Ch_n[2],INT,,0,,,,,
,iAICal_Ch_n[3],INT,,0,,,,,
,iAICal_Ch_n[4],INT,,0,,,,,
,iAICal_Ch_n[5],INT,,0,,,,,
254,iAICal_Pnt_n,INT[6],,,,,,,
,iAICal_Pnt_n[0],INT,,0,,,,,
,iAICal_Pnt_n[1],INT,,0,,,,,
,iAICal_Pnt_n[2],INT,,0,,,,,
,iAICal_Pnt_n[3],INT,,0,,,,,
,iAICal_Pnt_n[4],INT,,0,,,,,
,iAICal_Pnt_n[5],INT,,0,,,,,
255,xAICalSuccess,BOOL,,OFF,,,,,
256,xAICalFailed,BOOL,,OFF,不保持,私有,,,
257,xAICal_Finish,BOOL[6],,...,不保持,私有,,,
,xAICal_Finish[0],BOOL,,OFF,,,,,
,xAICal_Finish[1],BOOL,,OFF,,,,,
,xAICal_Finish[2],BOOL,,OFF,,,,,
,xAICal_Finish[3],BOOL,,OFF,,,,,
,xAICal_Finish[4],BOOL,,OFF,,,,,
,xAICal_Finish[5],BOOL,,OFF,,,,,
258,xAICal_Error,BOOL[6],,...,不保持,私有,,,
,xAICal_Error[0],BOOL,,OFF,,,,,
,xAICal_Error[1],BOOL,,OFF,,,,,
,xAICal_Error[2],BOOL,,OFF,,,,,
,xAICal_Error[3],BOOL,,OFF,,,,,
,xAICal_Error[4],BOOL,,OFF,,,,,
,xAICal_Error[5],BOOL,,OFF,,,,,
259,iAICal_Ch_Stat,INT[6],,...,不保持,私有,,,
,iAICal_Ch_Stat[0],INT,,0,,,,,
,iAICal_Ch_Stat[1],INT,,0,,,,,
,iAICal_Ch_Stat[2],INT,,0,,,,,
,iAICal_Ch_Stat[3],INT,,0,,,,,
,iAICal_Ch_Stat[4],INT,,0,,,,,
,iAICal_Ch_Stat[5],INT,,0,,,,,
260,iAICal_Pnt_Stat,INT[6],,...,不保持,私有,,,
,iAICal_Pnt_Stat[0],INT,,0,,,,,
,iAICal_Pnt_Stat[1],INT,,0,,,,,
,iAICal_Pnt_Stat[2],INT,,0,,,,,
,iAICal_Pnt_Stat[3],INT,,0,,,,,
,iAICal_Pnt_Stat[4],INT,,0,,,,,
,iAICal_Pnt_Stat[5],INT,,0,,,,,
261,fAIRefVal_Ch1,REAL[6],,...,不保持,私有,,,
,fAIRefVal_Ch1[0],REAL,,0.000000,,,,,
,fAIRefVal_Ch1[1],REAL,,0.000000,,,,,
,fAIRefVal_Ch1[2],REAL,,0.000000,,,,,
,fAIRefVal_Ch1[3],REAL,,0.000000,,,,,
,fAIRefVal_Ch1[4],REAL,,0.000000,,,,,
,fAIRefVal_Ch1[5],REAL,,0.000000,,,,,
262,fAIRefVal_Ch2,REAL[6],,...,不保持,私有,,,
,fAIRefVal_Ch2[0],REAL,,0.000000,,,,,
,fAIRefVal_Ch2[1],REAL,,0.000000,,,,,
,fAIRefVal_Ch2[2],REAL,,0.000000,,,,,
,fAIRefVal_Ch2[3],REAL,,0.000000,,,,,
,fAIRefVal_Ch2[4],REAL,,0.000000,,,,,
,fAIRefVal_Ch2[5],REAL,,0.000000,,,,,
263,fAIRefVal_Ch3,REAL[6],,...,不保持,私有,,,
,fAIRefVal_Ch3[0],REAL,,0.000000,,,,,
,fAIRefVal_Ch3[1],REAL,,0.000000,,,,,
,fAIRefVal_Ch3[2],REAL,,0.000000,,,,,
,fAIRefVal_Ch3[3],REAL,,0.000000,,,,,
,fAIRefVal_Ch3[4],REAL,,0.000000,,,,,
,fAIRefVal_Ch3[5],REAL,,0.000000,,,,,
264,fAIRefVal_Ch4,REAL[6],,...,不保持,私有,,,
,fAIRefVal_Ch4[0],REAL,,0.000000,,,,,
,fAIRefVal_Ch4[1],REAL,,0.000000,,,,,
,fAIRefVal_Ch4[2],REAL,,0.000000,,,,,
,fAIRefVal_Ch4[3],REAL,,0.000000,,,,,
,fAIRefVal_Ch4[4],REAL,,0.000000,,,,,
,fAIRefVal_Ch4[5],REAL,,0.000000,,,,,
265,fAIRefVal_Ch5,REAL[6],,...,不保持,私有,,,
,fAIRefVal_Ch5[0],REAL,,0.000000,,,,,
,fAIRefVal_Ch5[1],REAL,,0.000000,,,,,
,fAIRefVal_Ch5[2],REAL,,0.000000,,,,,
,fAIRefVal_Ch5[3],REAL,,0.000000,,,,,
,fAIRefVal_Ch5[4],REAL,,0.000000,,,,,
,fAIRefVal_Ch5[5],REAL,,0.000000,,,,,
266,fAIRefVal_Ch6,REAL[6],,...,不保持,私有,,,
,fAIRefVal_Ch6[0],REAL,,0.000000,,,,,
,fAIRefVal_Ch6[1],REAL,,0.000000,,,,,
,fAIRefVal_Ch6[2],REAL,,0.000000,,,,,
,fAIRefVal_Ch6[3],REAL,,0.000000,,,,,
,fAIRefVal_Ch6[4],REAL,,0.000000,,,,,
,fAIRefVal_Ch6[5],REAL,,0.000000,,,,,
267,fAIRefVal_Ch7,REAL[6],,...,不保持,私有,,,
,fAIRefVal_Ch7[0],REAL,,0.000000,,,,,
,fAIRefVal_Ch7[1],REAL,,0.000000,,,,,
,fAIRefVal_Ch7[2],REAL,,0.000000,,,,,
,fAIRefVal_Ch7[3],REAL,,0.000000,,,,,
,fAIRefVal_Ch7[4],REAL,,0.000000,,,,,
,fAIRefVal_Ch7[5],REAL,,0.000000,,,,,
268,fAIRefVal_Ch8,REAL[6],,...,不保持,私有,,,
,fAIRefVal_Ch8[0],REAL,,0.000000,,,,,
,fAIRefVal_Ch8[1],REAL,,0.000000,,,,,
,fAIRefVal_Ch8[2],REAL,,0.000000,,,,,
,fAIRefVal_Ch8[3],REAL,,0.000000,,,,,
,fAIRefVal_Ch8[4],REAL,,0.000000,,,,,
,fAIRefVal_Ch8[5],REAL,,0.000000,,,,,
269,fAOCode_Aux,INT[8],,...,不保持,私有,,,
,fAOCode_Aux[0],INT,,0,,,,,
,fAOCode_Aux[1],INT,,0,,,,,
,fAOCode_Aux[2],INT,,0,,,,,
,fAOCode_Aux[3],INT,,0,,,,,
,fAOCode_Aux[4],INT,,0,,,,,
,fAOCode_Aux[5],INT,,0,,,,,
,fAOCode_Aux[6],INT,,0,,,,,
,fAOCode_Aux[7],INT,,0,,,,,
270,iAICalPntRet,INT,,0,不保持,私有,,,
271,iAICal_Pnt_Max,INT,,2,不保持,私有,,,
272,xAICal_Ready,BOOL,,OFF,不保持,私有,,,
273,xAOCal_Ready,BOOL,,OFF,不保持,私有,,,
274,bAICalTimeOut,BOOL,,OFF,不保持,私有,,,
275,xAOCal_End,BOOL,,OFF,不保持,私有,,,
276,fAOVal_Ch1,REAL[4],,...,不保持,私有,,,
,fAOVal_Ch1[0],REAL,,0.000000,,,,,
,fAOVal_Ch1[1],REAL,,0.000000,,,,,
,fAOVal_Ch1[2],REAL,,0.000000,,,,,
,fAOVal_Ch1[3],REAL,,0.000000,,,,,
277,fAOVal_Ch2,REAL[4],,...,不保持,私有,,,
,fAOVal_Ch2[0],REAL,,0.000000,,,,,
,fAOVal_Ch2[1],REAL,,0.000000,,,,,
,fAOVal_Ch2[2],REAL,,0.000000,,,,,
,fAOVal_Ch2[3],REAL,,0.000000,,,,,
278,fAOVal_Ch3,REAL[4],,...,不保持,私有,,,
,fAOVal_Ch3[0],REAL,,0.000000,,,,,
,fAOVal_Ch3[1],REAL,,0.000000,,,,,
,fAOVal_Ch3[2],REAL,,0.000000,,,,,
,fAOVal_Ch3[3],REAL,,0.000000,,,,,
279,fAOVal_Ch4,REAL[4],,...,不保持,私有,,,
,fAOVal_Ch4[0],REAL,,0.000000,,,,,
,fAOVal_Ch4[1],REAL,,0.000000,,,,,
,fAOVal_Ch4[2],REAL,,0.000000,,,,,
,fAOVal_Ch4[3],REAL,,0.000000,,,,,
280,fAOVal_Ch5,REAL[4],,...,不保持,私有,,,
,fAOVal_Ch5[0],REAL,,0.000000,,,,,
,fAOVal_Ch5[1],REAL,,0.000000,,,,,
,fAOVal_Ch5[2],REAL,,0.000000,,,,,
,fAOVal_Ch5[3],REAL,,0.000000,,,,,
281,fAOVal_Ch6,REAL[4],,...,不保持,私有,,,
,fAOVal_Ch6[0],REAL,,0.000000,,,,,
,fAOVal_Ch6[1],REAL,,0.000000,,,,,
,fAOVal_Ch6[2],REAL,,0.000000,,,,,
,fAOVal_Ch6[3],REAL,,0.000000,,,,,
282,fAOVal_Ch7,REAL[4],,...,不保持,私有,,,
,fAOVal_Ch7[0],REAL,,0.000000,,,,,
,fAOVal_Ch7[1],REAL,,0.000000,,,,,
,fAOVal_Ch7[2],REAL,,0.000000,,,,,
,fAOVal_Ch7[3],REAL,,0.000000,,,,,
283,fAOVal_Ch8,REAL[4],,...,不保持,私有,,,
,fAOVal_Ch8[0],REAL,,0.000000,,,,,
,fAOVal_Ch8[1],REAL,,0.000000,,,,,
,fAOVal_Ch8[2],REAL,,0.000000,,,,,
,fAOVal_Ch8[3],REAL,,0.000000,,,,,
284,iAITestRet,INT,,0,不保持,私有,,,
285,fAIVal_ch1,REAL[6],,...,不保持,私有,,,
,fAIVal_ch1[0],REAL,,0.000000,,,,,
,fAIVal_ch1[1],REAL,,0.000000,,,,,
,fAIVal_ch1[2],REAL,,0.000000,,,,,
,fAIVal_ch1[3],REAL,,0.000000,,,,,
,fAIVal_ch1[4],REAL,,0.000000,,,,,
,fAIVal_ch1[5],REAL,,0.000000,,,,,
286,fAIVal_ch2,REAL[6],,...,不保持,私有,,,
,fAIVal_ch2[0],REAL,,0.000000,,,,,
,fAIVal_ch2[1],REAL,,0.000000,,,,,
,fAIVal_ch2[2],REAL,,0.000000,,,,,
,fAIVal_ch2[3],REAL,,0.000000,,,,,
,fAIVal_ch2[4],REAL,,0.000000,,,,,
,fAIVal_ch2[5],REAL,,0.000000,,,,,
287,fAIVal_ch3,REAL[6],,...,不保持,私有,,,
,fAIVal_ch3[0],REAL,,0.000000,,,,,
,fAIVal_ch3[1],REAL,,0.000000,,,,,
,fAIVal_ch3[2],REAL,,0.000000,,,,,
,fAIVal_ch3[3],REAL,,0.000000,,,,,
,fAIVal_ch3[4],REAL,,0.000000,,,,,
,fAIVal_ch3[5],REAL,,0.000000,,,,,
288,fAIVal_ch4,REAL[6],,...,不保持,私有,,,
,fAIVal_ch4[0],REAL,,0.000000,,,,,
,fAIVal_ch4[1],REAL,,0.000000,,,,,
,fAIVal_ch4[2],REAL,,0.000000,,,,,
,fAIVal_ch4[3],REAL,,0.000000,,,,,
,fAIVal_ch4[4],REAL,,0.000000,,,,,
,fAIVal_ch4[5],REAL,,0.000000,,,,,
289,fAIVal_ch5,REAL[6],,...,不保持,私有,,,
,fAIVal_ch5[0],REAL,,0.000000,,,,,
,fAIVal_ch5[1],REAL,,0.000000,,,,,
,fAIVal_ch5[2],REAL,,0.000000,,,,,
,fAIVal_ch5[3],REAL,,0.000000,,,,,
,fAIVal_ch5[4],REAL,,0.000000,,,,,
,fAIVal_ch5[5],REAL,,0.000000,,,,,
290,fAIVal_ch6,REAL[6],,...,不保持,私有,,,
,fAIVal_ch6[0],REAL,,0.000000,,,,,
,fAIVal_ch6[1],REAL,,0.000000,,,,,
,fAIVal_ch6[2],REAL,,0.000000,,,,,
,fAIVal_ch6[3],REAL,,0.000000,,,,,
,fAIVal_ch6[4],REAL,,0.000000,,,,,
,fAIVal_ch6[5],REAL,,0.000000,,,,,
291,fAIVal_ch7,REAL[6],,...,不保持,私有,,,
,fAIVal_ch7[0],REAL,,0.000000,,,,,
,fAIVal_ch7[1],REAL,,0.000000,,,,,
,fAIVal_ch7[2],REAL,,0.000000,,,,,
,fAIVal_ch7[3],REAL,,0.000000,,,,,
,fAIVal_ch7[4],REAL,,0.000000,,,,,
,fAIVal_ch7[5],REAL,,0.000000,,,,,
292,fAIVal_ch8,REAL[6],,...,不保持,私有,,,
,fAIVal_ch8[0],REAL,,0.000000,,,,,
,fAIVal_ch8[1],REAL,,0.000000,,,,,
,fAIVal_ch8[2],REAL,,0.000000,,,,,
,fAIVal_ch8[3],REAL,,0.000000,,,,,
,fAIVal_ch8[4],REAL,,0.000000,,,,,
,fAIVal_ch8[5],REAL,,0.000000,,,,,
293,xDOTestRecord,BOOL,,OFF,不保持,私有,,,
294,xDITestRecord,BOOL,,OFF,不保持,私有,,,
295,xAOTestRecord,BOOL,,OFF,不保持,私有,,,
296,xAITestRecord,BOOL,,OFF,不保持,私有,,,
297,SDOWr1_En,BOOL,,OFF,不保持,私有,,,
298,fAITestVal,REAL[40],,...,不保持,私有,,,
,fAITestVal[0],REAL,,0.000000,,,,,
,fAITestVal[1],REAL,,0.000000,,,,,
,fAITestVal[2],REAL,,0.000000,,,,,
,fAITestVal[3],REAL,,0.000000,,,,,
,fAITestVal[4],REAL,,0.000000,,,,,
,fAITestVal[5],REAL,,0.000000,,,,,
,fAITestVal[6],REAL,,0.000000,,,,,
