#变量导出文件（汇川）
#2025-06-18 18:04:23
#AutoShop:EasyMonitor{EB94048B-7C2C-4d7a-A080-A272E8B0B981}
#列A:名称
#列B:连接（如果为空，则是内部连接）
#列C:数据类型（取决于连接，有以下几种类型：Int16 、UInt16、Int32、UInt32、Float、Double、Bool、String、WString、DateTime，类型区分大小写。）
#列D:长度
#列E:数组计数
#列F:地址（取决于连接，寄存器名和数字之间的空格不能缺少。）
#列G:采集周期
#列H:采集模式（=根据命令1=循环使用（默认值）2=循环连续）
#列I:上限
#列J:下限
#列K:初始值（初始值类型取决于变量数据类型）
#列L:注释
#列M:变量组Id

名称,连接,数据类型,长度,数组计数,地址,采集周期,采集模式,上限,下限,初始值,注释,变量组Id
"iLED_CF_Mode",,"Int16","2","1","UW 21018C0","100ms","1",,,,"LED检测方式","1"
"diLED_Timeout",,"Int32","4","1","UW 21018D0","100ms","1",,,,"LED检测超时时间","1"
"iCPTestState",,"Int16","2","1","UW 2100860","100ms","1",,,,"","1"
"xCPTestRecord",,"Bool","1","1","UB 210009C","100ms","1",,,,"","1"
"xCPTestSuccess",,"Bool","1","1","UB 210009D","100ms","1",,,,"","1"
"xCPTestFailed",,"Bool","1","1","UB 210009E","100ms","1",,,,"","1"
"Result_CPs",,"Int16","2","1","UW 2100890","100ms","1",,,,"","1"
"Result_Eeprom_CP",,"Int16","2","1","UW 2101740","100ms","1",,,,"","1"
"Result_Ecat_CP",,"Int16","2","1","UW 2101750","100ms","1",,,,"","1"
"Result_LEDs_CP",,"Int16","2","1","UW 2101760","100ms","1",,,,"","1"
"Result_CP_Vol",,"Int16","2","1","UW 21018F0","100ms","1",,,,"","1"
"iZioCPSel",,"Int16","2","1","UW 2101770","100ms","1",,,,"","1"
"fAIVal_Aux[0]",,"Float","4","1","UW 2103820","100ms","1",,,,"","1"
"fAIVal_Aux[1]",,"Float","4","1","UW 2103840","100ms","1",,,,"","1"
"fAIVal_Aux[2]",,"Float","4","1","UW 2103860","100ms","1",,,,"","1"
"fAIVal_Aux[3]",,"Float","4","1","UW 2103880","100ms","1",,,,"","1"
"fAIVal_Aux[4]",,"Float","4","1","UW 21038A0","100ms","1",,,,"","1"
"fAIVal_Aux[5]",,"Float","4","1","UW 21038C0","100ms","1",,,,"","1"
"fAIVal_Aux[6]",,"Float","4","1","UW 21038E0","100ms","1",,,,"","1"
"fAIVal_Aux[7]",,"Float","4","1","UW 2103900","100ms","1",,,,"","1"
"xHide_LED_Window",,"Bool","1","1","UB 21000CB","100ms","1",,,,"LED人工检测超时关闭确认窗口标志","1"
"diCPTime",,"Int32","4","1","UW 2101C80","100ms","1",,,,"完成耦合器测试时间经验值","1"
"diBarStepTime",,"Int32","4","1","UW 2103060","100ms","1",,,,"进度条百分比加一需要的时间","1"
"diBarTemp",,"Int32","4","1","UW 2103080","100ms","1",,,,"","1"
"iCode",,"Int16","2","1","UW 2101CA0","100ms","1",,,,"测试架识别码，INT型","1"
"xCodeBit[0]",,"Bool","1","1","UB 0000018","100ms","1",,,,"","1"
"xCodeBit[1]",,"Bool","1","1","UB 0000019","100ms","1",,,,"","1"
"xCodeBit[2]",,"Bool","1","1","UB 000001A","100ms","1",,,,"","1"
"xCodeBit[3]",,"Bool","1","1","UB 000001B","100ms","1",,,,"","1"
"xCodeBit[4]",,"Bool","1","1","UB 000001C","100ms","1",,,,"","1"
"xCodeBit[5]",,"Bool","1","1","UB 000001D","100ms","1",,,,"","1"
"xCodeBit[6]",,"Bool","1","1","UB 000001E","100ms","1",,,,"","1"
"xCodeBit[7]",,"Bool","1","1","UB 000001F","100ms","1",,,,"","1"
"xCode_Temp[0]",,"Bool","1","1","UB 2101A48","100ms","1",,,,"","1"
"xCode_Temp[1]",,"Bool","1","1","UB 2101A49","100ms","1",,,,"","1"
"xCode_Temp[2]",,"Bool","1","1","UB 2101A4A","100ms","1",,,,"","1"
"xCode_Temp[3]",,"Bool","1","1","UB 2101A4B","100ms","1",,,,"","1"
"xCode_Temp[4]",,"Bool","1","1","UB 2101A4C","100ms","1",,,,"","1"
"xCode_Temp[5]",,"Bool","1","1","UB 2101A4D","100ms","1",,,,"","1"
"xCode_Temp[6]",,"Bool","1","1","UB 2101A4E","100ms","1",,,,"","1"
"xCode_Temp[7]",,"Bool","1","1","UB 2101A4F","100ms","1",,,,"","1"
"xCode_None[0]",,"Bool","1","1","UB 2101AA0","100ms","1",,,,"","1"
"xCode_None[1]",,"Bool","1","1","UB 2101AA1","100ms","1",,,,"","1"
"xCode_None[2]",,"Bool","1","1","UB 2101AA2","100ms","1",,,,"","1"
"xCode_None[3]",,"Bool","1","1","UB 2101AA3","100ms","1",,,,"","1"
"xCode_None[4]",,"Bool","1","1","UB 2101AA4","100ms","1",,,,"","1"
"xCode_None[5]",,"Bool","1","1","UB 2101AA5","100ms","1",,,,"","1"
"xCode_None[6]",,"Bool","1","1","UB 2101AA6","100ms","1",,,,"","1"
"xCode_None[7]",,"Bool","1","1","UB 2101AA7","100ms","1",,,,"","1"
"xCode_CP_Bare[0]",,"Bool","1","1","UB 2101AB8","100ms","1",,,,"","1"
"xCode_CP_Bare[1]",,"Bool","1","1","UB 2101AB9","100ms","1",,,,"","1"
"xCode_CP_Bare[2]",,"Bool","1","1","UB 2101ABA","100ms","1",,,,"","1"
"xCode_CP_Bare[3]",,"Bool","1","1","UB 2101ABB","100ms","1",,,,"","1"
"xCode_CP_Bare[4]",,"Bool","1","1","UB 2101ABC","100ms","1",,,,"","1"
"xCode_CP_Bare[5]",,"Bool","1","1","UB 2101ABD","100ms","1",,,,"","1"
"xCode_CP_Bare[6]",,"Bool","1","1","UB 2101ABE","100ms","1",,,,"","1"
"xCode_CP_Bare[7]",,"Bool","1","1","UB 2101ABF","100ms","1",,,,"","1"
"xCode_CP_Shell[0]",,"Bool","1","1","UB 2101CF0","100ms","1",,,,"","1"
"xCode_CP_Shell[1]",,"Bool","1","1","UB 2101CF1","100ms","1",,,,"","1"
"xCode_CP_Shell[2]",,"Bool","1","1","UB 2101CF2","100ms","1",,,,"","1"
"xCode_CP_Shell[3]",,"Bool","1","1","UB 2101CF3","100ms","1",,,,"","1"
"xCode_CP_Shell[4]",,"Bool","1","1","UB 2101CF4","100ms","1",,,,"","1"
"xCode_CP_Shell[5]",,"Bool","1","1","UB 2101CF5","100ms","1",,,,"","1"
"xCode_CP_Shell[6]",,"Bool","1","1","UB 2101CF6","100ms","1",,,,"","1"
"xCode_CP_Shell[7]",,"Bool","1","1","UB 2101CF7","100ms","1",,,,"","1"
"xWrongSet",,"Bool","1","1","UB 21000CE","100ms","1",,,,"","1"
"xButton_Start",,"Bool","1","1","UB 0000000","100ms","1",,,,"","1"
"xButton_Stop",,"Bool","1","1","UB 0000001","100ms","1",,,,"","1"
"xLED_RUN",,"Bool","1","1","UB 0080006","100ms","1",,,,"","1"
"xLED_STOP",,"Bool","1","1","UB 0080007","100ms","1",,,,"","1"
"iCodeState",,"Int16","2","1","UW 2103920","100ms","1",,,,"","1"
"xGetCode",,"Bool","1","1","UB 2100290","100ms","1",,,,"","1"
"iZioPWItem",,"Int16","2","1","UW 2103A10","100ms","1",,,,"","1"
"iPWTestState",,"Int16","2","1","UW 2103A20","100ms","1",,,,"","1"
"iZioPWSel",,"Int16","2","1","UW 2103A30","100ms","1",,,,"","1"
"xPWTestSuccess",,"Bool","1","1","UB 2100291","100ms","1",,,,"","1"
"xPWTestFailed",,"Bool","1","1","UB 2100292","100ms","1",,,,"","1"
"xPWTestRecord",,"Bool","1","1","UB 2100293","100ms","1",,,,"","1"
"Result_PWs",,"Int16","2","1","UW 2103A40","100ms","1",,,,"","1"
"Result_Ecat_PW",,"Int16","2","1","UW 2103A50","100ms","1",,,,"","1"
"Result_PW_Vol",,"Int16","2","1","UW 2103A60","100ms","1",,,,"","1"
"diPWTime",,"Int16","2","1","UW 2103A70","100ms","1",,,,"电源板测试时间经验值","1"
"fVolTemp1[0]",,"Float","4","1","UW 210B1F0","100ms","1",,,,"","1"
"fVolTemp1[1]",,"Float","4","1","UW 210B210","100ms","1",,,,"","1"
"fVolTemp1[2]",,"Float","4","1","UW 210B230","100ms","1",,,,"","1"
"fVolTemp1[3]",,"Float","4","1","UW 210B250","100ms","1",,,,"","1"
"fVolTemp1[4]",,"Float","4","1","UW 210B270","100ms","1",,,,"","1"
"fVolTemp1[5]",,"Float","4","1","UW 210B290","100ms","1",,,,"","1"
"fVolTemp1[6]",,"Float","4","1","UW 210B2B0","100ms","1",,,,"","1"
"fVolTemp1[7]",,"Float","4","1","UW 210B2D0","100ms","1",,,,"","1"
"fVolTemp1[8]",,"Float","4","1","UW 210B2F0","100ms","1",,,,"","1"
"fVolTemp1[9]",,"Float","4","1","UW 210B310","100ms","1",,,,"","1"
"fVolTemp1[10]",,"Float","4","1","UW 210B330","100ms","1",,,,"","1"
"xHide_Result_window",,"Bool","1","1","UB 2100294","100ms","1",,,,"","1"
"xLimitSwitch1",,"Bool","1","1","UB 0000002","100ms","1",,,,"限位开关1","1"
"xLimitSwitch2",,"Bool","1","1","UB 0000003","100ms","1",,,,"限位开关2","1"
"xLimitSwitch3",,"Bool","1","1","UB 0000004","100ms","1",,,,"限位开关3","1"
"xLimitSwitch",,"Bool","1","1","UB 2100295","100ms","1",,,,"","1"
"xSendTimeStamp",,"Bool","1","1","UB 2100367","100ms","1",,,,"发送测试时间标志，用于获取UID","1"
"diAOTime",,"Int32","4","1","UW 21035E0","100ms","1",,,,"模拟量输出模块测试时间经验值","1"
"iRetCheck",,"Int16","2","1","UW 2103600","100ms","1",,,,"","1"
"iRetADC",,"Int16","2","1","UW 2103640","100ms","1",,,,"","1"
"xADC_EN",,"Bool","1","1","UB 210043A","100ms","1",,,,"","1"
"diAITime",,"Int32","4","1","UW 2103540","100ms","1",,,,"","1"
"fADCValTemp[0]",,"Float","4","1","UW 2104000","100ms","1",,,,"","1"
"fADCValTemp[1]",,"Float","4","1","UW 2104020","100ms","1",,,,"","1"
"fADCValTemp[2]",,"Float","4","1","UW 2104040","100ms","1",,,,"","1"
"fADCValTemp[3]",,"Float","4","1","UW 2104060","100ms","1",,,,"","1"
"fADCValTemp[4]",,"Float","4","1","UW 2104080","100ms","1",,,,"","1"
"fADCValTemp[5]",,"Float","4","1","UW 21040A0","100ms","1",,,,"","1"
"fADCValTemp[6]",,"Float","4","1","UW 21040C0","100ms","1",,,,"","1"
"fADCValTemp[7]",,"Float","4","1","UW 21040E0","100ms","1",,,,"","1"
"ADC_SMP_EN",,"Bool","1","1","UB 210043B","100ms","1",,,,"","1"
"ADC_SMP_RET",,"Int16","2","1","UW 2101AC0","100ms","1",,,,"","1"
"AI_SMP_EN",,"Bool","1","1","UB 210043C","100ms","1",,,,"","1"
"AI_SMP_RET1",,"Int16","2","1","UW 2103560","100ms","1",,,,"","1"
"AI_SMP_RET2",,"Int16","2","1","UW 2101880","100ms","1",,,,"","1"
"AI_SMP_RET3",,"Int16","2","1","UW 2101890","100ms","1",,,,"","1"
"AI_SMP_RET4",,"Int16","2","1","UW 21018A0","100ms","1",,,,"","1"
"AI_SMP_RET5",,"Int16","2","1","UW 21018B0","100ms","1",,,,"","1"
"diDITime",,"Int32","4","1","UW 21030A0","100ms","1",,,,"","1"
"diDOTime",,"Int32","4","1","UW 2101820","100ms","1",,,,"","1"
"TPR16_En",,"Bool","1","1","UB 210009B","100ms","1",,,,"","1"
"TPR16_PT",,"Int32","4","1","UW 21034A0","100ms","1",,,,"","1"
"TPR16_Rst",,"Bool","1","1","UB 21006C7","100ms","1",,,,"","1"
"TPR16_Q",,"Bool","1","1","UB 21006CE","100ms","1",,,,"","1"
"TPR16_ET",,"Int32","4","1","UW 21034C0","100ms","1",,,,"","1"
"T_ST_EN",,"Bool","1","1","UB 2100888","100ms","1",,,,"","1"
"T_ST_PT",,"Int32","4","1","UW 2103500","100ms","1",,,,"","1"
"T_ST_R",,"Bool","1","1","UB 2100889","100ms","1",,,,"","1"
"T_ST_Q",,"Bool","1","1","UB 210088A","100ms","1",,,,"","1"
"T_ST_ET",,"Int32","4","1","UW 2103520","100ms","1",,,,"","1"
"T_ST_WAIT",,"Int32","4","1","UW 2103570","100ms","1",,,,"","1"
"T_CAM_IN",,"Bool","1","1","UB 210088B","100ms","1",,,,"","1"
"T_CAM_PT",,"Int32","4","1","UW 2103590","100ms","1",,,,"","1"
"T_CAM_R",,"Bool","1","1","UB 210088C","100ms","1",,,,"","1"
"T_CAM_Q",,"Bool","1","1","UB 210088D","100ms","1",,,,"","1"
"T_CAM_ET",,"Int32","4","1","UW 21035B0","100ms","1",,,,"","1"
"T_CAM_W",,"Int32","4","1","UW 2103680","100ms","1",,,,"","1"
"xWindow_WaitCam",,"Bool","1","1","UB 210088E","100ms","1",,,,"","1"
"xWindow_Startup",,"Bool","1","1","UB 21008A2","100ms","1",,,,"","1"
"xUpgEn",,"Bool","1","1","UB 210043D","100ms","1",,,,"","1"
"diUpgPt",,"Int32","4","1","UW 21036A0","100ms","1",,,,"","1"
"diUpgEt",,"Int32","4","1","UW 21036C0","100ms","1",,,,"","1"
"iUpgRet",,"Int16","2","1","UW 21035D0","100ms","1",,,,"","1"
"fValLogCP3d3",,"Float","4","1","UW 0501E00","100ms","1",,,,"耦合器成品3.3V测试点","1"
"fValLogPW3d3",,"Float","4","1","UW 21037C0","100ms","1",,,,"","1"
"fValLogAI3d2",,"Float","4","1","UW 21037E0","100ms","1",,,,"","1"
"fValLogAI1d25",,"Float","4","1","UW 2103800","100ms","1",,,,"","1"
"fValLogAI3d3",,"Float","4","1","UW 2103960","100ms","1",,,,"","1"
"fValLogAI2d5",,"Float","4","1","UW 2103B50","100ms","1",,,,"","1"
"fValLogAI5",,"Float","4","1","UW 2103B70","100ms","1",,,,"","1"
"fValLogAO5",,"Float","4","1","UW 2103B90","100ms","1",,,,"","1"
"fValLogAO3d3",,"Float","4","1","UW 2103BB0","100ms","1",,,,"","1"
"fValLogAOM12",,"Float","4","1","UW 2103C40","100ms","1",,,,"","1"
"fValLogAO12",,"Float","4","1","UW 2104100","100ms","1",,,,"","1"
